trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
181,FALSE,"{'a': 0.01, 'e': 0.16365413680270405}",25,13,23.02779214,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
182,FALSE,"{'a': 0.01, 'e': 0.16202575093388075}",25,13,-17.36087907,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
183,FALSE,"{'a': 0.01, 'e': 0.16041356777517274}",20,0,28.20143038,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
184,FALSE,"{'a': 0.01, 'e': 0.15881742610692068}",35,25,21.29081588,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
185,FALSE,"{'a': 0.01, 'e': 0.1572371663136276}",20,9,8.89734686,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
186,FALSE,"{'a': 0.01, 'e': 0.1556726303679973}",20,0,-27.91165016,"{0: 16, 1: 0, 2: 3, 3: 1, 4: 0}",0
187,FALSE,"{'a': 0.01, 'e': 0.1541236618151314}",20,3,-0.142167392,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 0}",1
188,FALSE,"{'a': 0.01, 'e': 0.15259010575688386}",25,0,-4.831181105,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 1}",0
189,FALSE,"{'a': 0.01, 'e': 0.15107180883637084}",25,19,10.24916667,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
190,FALSE,"{'a': 0.01, 'e': 0.14956861922263504}",20,9,20.07346036,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
191,FALSE,"{'a': 0.01, 'e': 0.14808038659546244}",20,0,19.40153391,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
192,FALSE,"{'a': 0.01, 'e': 0.14660696213035015}",25,8,21.08747734,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
193,FALSE,"{'a': 0.01, 'e': 0.14514819848362373}",20,0,-35.37782623,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
194,FALSE,"{'a': 0.01, 'e': 0.14370394977770293}",25,14,23.89729651,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
195,FALSE,"{'a': 0.01, 'e': 0.1422740715865136}",25,0,17.13637645,"{0: 23, 1: 1, 2: 1, 3: 0, 4: 0}",0
196,FALSE,"{'a': 0.01, 'e': 0.140858420921045}",20,14,11.0963877,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
197,FALSE,"{'a': 0.01, 'e': 0.13945685621505094}",25,5,33.8337649,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
198,FALSE,"{'a': 0.01, 'e': 0.13806923731089282}",20,0,16.99685416,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
199,FALSE,"{'a': 0.01, 'e': 0.13669542544552385}",20,10,6.036022956,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
200,FALSE,"{'a': 0.01, 'e': 0.1353352832366127}",25,10,-15.04231201,"{0: 12, 1: 0, 2: 2, 3: 1, 4: 0}",1
201,FALSE,"{'a': 0.01, 'e': 0.13398867466880493}",20,10,14.84809733,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
202,FALSE,"{'a': 0.01, 'e': 0.13265546508012172}",25,12,14.75832121,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
203,FALSE,"{'a': 0.01, 'e': 0.13133552114849303}",25,4,23.79825547,"{0: 20, 1: 0, 2: 1, 3: 0, 4: 0}",1
204,FALSE,"{'a': 0.01, 'e': 0.1300287108784259}",20,11,16.08641091,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
205,FALSE,"{'a': 0.01, 'e': 0.12873490358780423}",35,8,-52.02946834,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 2}",1
206,FALSE,"{'a': 0.01, 'e': 0.12745396989482075}",20,0,22.39172768,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
207,FALSE,"{'a': 0.01, 'e': 0.12618578170503877}",20,15,-2.742288126,"{0: 4, 1: 0, 2: 1, 3: 0, 4: 0}",1
208,FALSE,"{'a': 0.01, 'e': 0.12493021219858241}",35,0,-6.414426114,"{0: 32, 1: 1, 2: 1, 3: 0, 4: 1}",0
209,FALSE,"{'a': 0.01, 'e': 0.12368713581745483}",30,0,21.37086843,"{0: 28, 1: 0, 2: 2, 3: 0, 4: 0}",0
210,FALSE,"{'a': 0.01, 'e': 0.1224564282529819}",20,14,11.99830055,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
211,FALSE,"{'a': 0.01, 'e': 0.12123796643338168}",20,6,25.35480159,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
212,FALSE,"{'a': 0.01, 'e': 0.12003162851145673}",20,2,13.94861725,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
213,FALSE,"{'a': 0.01, 'e': 0.11883729385240965}",20,10,-4.117299207,"{0: 9, 1: 0, 2: 0, 3: 1, 4: 0}",1
214,FALSE,"{'a': 0.01, 'e': 0.11765484302177918}",20,15,-14.02527246,"{0: 4, 1: 0, 2: 0, 3: 1, 4: 0}",1
215,FALSE,"{'a': 0.01, 'e': 0.11648415777349697}",20,0,-1.706341746,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
216,FALSE,"{'a': 0.01, 'e': 0.11532512103806251}",25,3,-20.20689174,"{0: 19, 1: 1, 2: 1, 3: 0, 4: 1}",1
217,FALSE,"{'a': 0.01, 'e': 0.1141776169108365}",20,11,-24.02477991,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 1}",1
218,FALSE,"{'a': 0.01, 'e': 0.11304153064044985}",20,2,18.8758817,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
219,FALSE,"{'a': 0.01, 'e': 0.11191674861732888}",20,2,29.1059908,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
220,FALSE,"{'a': 0.01, 'e': 0.11080315836233387}",20,0,-34.92337992,"{0: 18, 1: 0, 2: 0, 3: 1, 4: 1}",0
221,FALSE,"{'a': 0.01, 'e': 0.10970064851551141}",25,4,13.20270093,"{0: 20, 1: 0, 2: 0, 3: 1, 4: 0}",1
222,FALSE,"{'a': 0.01, 'e': 0.10860910882495796}",25,17,12.43144104,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
223,FALSE,"{'a': 0.01, 'e': 0.10752843013579495}",25,8,25.24235688,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
224,FALSE,"{'a': 0.01, 'e': 0.1064585043792528}",25,13,21.05380835,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
225,FALSE,"{'a': 0.01, 'e': 0.10539922456186433}",25,15,5.427495606,"{0: 8, 1: 2, 2: 0, 3: 0, 4: 0}",1
226,FALSE,"{'a': 0.01, 'e': 0.104350484754765}",20,0,27.44197309,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
227,FALSE,"{'a': 0.01, 'e': 0.1033121800831002}",30,8,-22.06812518,"{0: 20, 1: 0, 2: 1, 3: 0, 4: 1}",1
228,FALSE,"{'a': 0.01, 'e': 0.10228420671553744}",30,13,20.04380067,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
229,FALSE,"{'a': 0.01, 'e': 0.1012664618538834}",20,0,24.90664396,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
230,FALSE,"{'a': 0.01, 'e': 0.1002588437228037}",25,12,18.559882,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
231,FALSE,"{'a': 0.01, 'e': 0.09926125155964566}",20,11,-13.52983735,"{0: 7, 1: 1, 2: 0, 3: 1, 4: 0}",1
232,FALSE,"{'a': 0.01, 'e': 0.09827358560436154}",30,18,-2.448669733,"{0: 11, 1: 0, 2: 0, 3: 1, 4: 0}",1
233,FALSE,"{'a': 0.01, 'e': 0.09729574708953276}",25,0,34.26308966,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
234,FALSE,"{'a': 0.01, 'e': 0.09632763823049303}",25,4,14.4166581,"{0: 20, 1: 0, 2: 0, 3: 1, 4: 0}",1
235,FALSE,"{'a': 0.01, 'e': 0.09536916221554961}",25,14,-33.72066503,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 1}",1
236,FALSE,"{'a': 0.01, 'e': 0.09442022319630235}",20,10,-26.37499995,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
237,FALSE,"{'a': 0.01, 'e': 0.09348072627805847}",25,8,27.26649591,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
238,FALSE,"{'a': 0.01, 'e': 0.09255057751034329}",35,21,25.76421655,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
239,FALSE,"{'a': 0.01, 'e': 0.09162968387750484}",25,4,-7.701698174,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 1}",1
240,FALSE,"{'a': 0.01, 'e': 0.09071795328941251}",30,4,28.32160348,"{0: 25, 1: 0, 2: 1, 3: 0, 4: 0}",1
241,FALSE,"{'a': 0.01, 'e': 0.08981529457224763}",20,5,15.19343028,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
242,FALSE,"{'a': 0.01, 'e': 0.08892161745938634}",25,5,35.40194227,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
243,FALSE,"{'a': 0.01, 'e': 0.08803683258237255}",25,17,13.59393773,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
244,FALSE,"{'a': 0.01, 'e': 0.0871608514619813}",20,8,15.97380498,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
245,FALSE,"{'a': 0.01, 'e': 0.0862935864993705}",20,0,29.12752606,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
246,FALSE,"{'a': 0.01, 'e': 0.08543495096732123}",30,5,31.76089479,"{0: 24, 1: 1, 2: 0, 3: 0, 4: 0}",1
247,FALSE,"{'a': 0.01, 'e': 0.08458485900156469}",20,14,14.07296711,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
248,FALSE,"{'a': 0.01, 'e': 0.08374322559219596}",20,0,29.33345884,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
249,FALSE,"{'a': 0.01, 'e': 0.08290996657517266}",20,16,6.56977193,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
250,FALSE,"{'a': 0.01, 'e': 0.0820849986238988}",20,10,11.01315718,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
251,FALSE,"{'a': 0.01, 'e': 0.08126823924089167}",20,5,25.57182634,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
252,FALSE,"{'a': 0.01, 'e': 0.08045960674953244}",25,13,16.560739,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
253,FALSE,"{'a': 0.01, 'e': 0.07965902028589801}",30,13,26.60136131,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
254,FALSE,"{'a': 0.01, 'e': 0.07886639979067495}",25,13,23.65974266,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
255,FALSE,"{'a': 0.01, 'e': 0.07808166600115313}",30,22,15.28474651,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
256,FALSE,"{'a': 0.01, 'e': 0.07730474044329974}",35,24,5.227216542,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
257,FALSE,"{'a': 0.01, 'e': 0.07653554542391151}",25,15,19.64307558,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
258,FALSE,"{'a': 0.01, 'e': 0.07577400402284548}",20,9,19.25649692,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
259,FALSE,"{'a': 0.01, 'e': 0.07502004008532698}",25,2,15.71933216,"{0: 22, 1: 0, 2: 0, 3: 1, 4: 0}",1
260,FALSE,"{'a': 0.01, 'e': 0.07427357821433388}",20,5,23.86411981,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
261,FALSE,"{'a': 0.01, 'e': 0.0735345437630571}",25,11,23.54553305,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
262,FALSE,"{'a': 0.01, 'e': 0.07280286282743559}",25,2,46.54202304,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
263,FALSE,"{'a': 0.01, 'e': 0.0720784622387661}",20,16,7.225123309,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
264,FALSE,"{'a': 0.01, 'e': 0.07136126955638605}",20,0,27.24460979,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
265,FALSE,"{'a': 0.01, 'e': 0.0706512130604296}",20,10,15.40711745,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
266,FALSE,"{'a': 0.01, 'e': 0.06994822174465536}",25,0,31.79780029,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
267,FALSE,"{'a': 0.01, 'e': 0.069252225309346}",20,10,-38.27128519,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 1}",1
268,FALSE,"{'a': 0.01, 'e': 0.06856315415427791}",25,9,18.11351487,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 0}",1
269,FALSE,"{'a': 0.01, 'e': 0.06788093937176144}",20,10,22.85403827,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
270,FALSE,"{'a': 0.01, 'e': 0.06720551273974976}",20,8,12.80460366,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
271,FALSE,"{'a': 0.01, 'e': 0.06653680671501686}",20,16,8.007969022,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
272,FALSE,"{'a': 0.01, 'e': 0.06587475442640295}",20,0,8.436042089,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
273,FALSE,"{'a': 0.01, 'e': 0.06521928966812753}",30,8,31.0377027,"{0: 21, 1: 1, 2: 0, 3: 0, 4: 0}",1
274,FALSE,"{'a': 0.01, 'e': 0.06457034689316847}",25,8,1.474399423,"{0: 15, 1: 1, 2: 0, 3: 1, 4: 0}",1
275,FALSE,"{'a': 0.01, 'e': 0.06392786120670757}",20,11,20.23511113,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
276,FALSE,"{'a': 0.01, 'e': 0.0632917683596407}",25,11,26.83031502,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
277,FALSE,"{'a': 0.01, 'e': 0.06266200474215315}",25,9,17.99176097,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 0}",1
278,FALSE,"{'a': 0.01, 'e': 0.06203850737735829}",30,4,39.95951791,"{0: 26, 1: 0, 2: 0, 3: 0, 4: 0}",1
279,FALSE,"{'a': 0.01, 'e': 0.06142121391500013}",25,18,11.04378619,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
280,FALSE,"{'a': 0.01, 'e': 0.06081006262521795}",30,12,21.10870399,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
281,FALSE,"{'a': 0.01, 'e': 0.06020499239237354}",20,9,22.27468294,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
282,FALSE,"{'a': 0.01, 'e': 0.05960594270893937}",20,3,-101.224291,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 3}",1
283,FALSE,"{'a': 0.01, 'e': 0.05901285366944784}",25,19,2.816821162,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
284,FALSE,"{'a': 0.01, 'e': 0.05842566596450083}",20,10,18.68131352,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
285,FALSE,"{'a': 0.01, 'e': 0.057844320874838456}",25,13,22.80314393,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
286,FALSE,"{'a': 0.01, 'e': 0.05726876026546736}",30,0,23.84992328,"{0: 29, 1: 0, 2: 0, 3: 1, 4: 0}",0
287,FALSE,"{'a': 0.01, 'e': 0.0566989265798469}",20,9,20.9333541,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
288,FALSE,"{'a': 0.01, 'e': 0.056134762834133725}",20,6,24.49696402,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
289,FALSE,"{'a': 0.01, 'e': 0.05557621261148306}",20,12,10.965387,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
290,FALSE,"{'a': 0.01, 'e': 0.05502322005640723}",20,1,-21.38743064,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 1}",1
291,FALSE,"{'a': 0.01, 'e': 0.05447572986918986}",20,13,12.26113679,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
292,FALSE,"{'a': 0.01, 'e': 0.05393368730035602}",25,8,33.41244037,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
293,FALSE,"{'a': 0.01, 'e': 0.053397038145197084}",25,14,20.85599279,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
294,FALSE,"{'a': 0.01, 'e': 0.05286572873835037}",25,8,16.3059907,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
295,FALSE,"{'a': 0.01, 'e': 0.05233970594843238}",25,17,14.59877061,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
296,FALSE,"{'a': 0.01, 'e': 0.05181891717272583}",25,0,-56.90664872,"{0: 22, 1: 1, 2: 0, 3: 0, 4: 2}",0
297,FALSE,"{'a': 0.01, 'e': 0.05130331033191911}",20,0,-31.56922384,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",0
298,FALSE,"{'a': 0.01, 'e': 0.0507928338648985}",25,3,33.80565801,"{0: 21, 1: 1, 2: 0, 3: 0, 4: 0}",1
299,FALSE,"{'a': 0.01, 'e': 0.050287436723591865}",20,6,8.327115499,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
300,FALSE,"{'a': 0.01, 'e': 0.049787068367863944}",25,1,36.72549118,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
301,FALSE,"{'a': 0.01, 'e': 0.04929167876046215}",20,10,17.59418783,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
302,FALSE,"{'a': 0.01, 'e': 0.04880121836201296}",20,6,23.25640853,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
303,FALSE,"{'a': 0.01, 'e': 0.04831563812606777}",25,14,16.58021149,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
304,FALSE,"{'a': 0.01, 'e': 0.04783488949419837}",25,10,25.1354744,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
305,FALSE,"{'a': 0.01, 'e': 0.04735892439114091}",25,20,9.161940987,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
306,FALSE,"{'a': 0.01, 'e': 0.046887695219988486}",20,15,8.947521265,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
307,FALSE,"{'a': 0.01, 'e': 0.04642115485743125}",20,13,11.35916974,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
308,FALSE,"{'a': 0.01, 'e': 0.045959256649044204}",20,0,-25.9372684,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
309,FALSE,"{'a': 0.01, 'e': 0.04550195440462157}",25,13,26.4456753,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
310,FALSE,"{'a': 0.01, 'e': 0.0450492023935578}",20,14,8.408506069,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
311,FALSE,"{'a': 0.01, 'e': 0.044600955340274535}",30,0,0.688729995,"{0: 29, 1: 0, 2: 0, 3: 0, 4: 1}",0
312,FALSE,"{'a': 0.01, 'e': 0.04415716841969286}",20,0,26.37689035,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
313,FALSE,"{'a': 0.01, 'e': 0.04371779725275094}",25,12,25.15672682,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
314,FALSE,"{'a': 0.01, 'e': 0.043282797901965896}",25,7,32.12895216,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
315,FALSE,"{'a': 0.01, 'e': 0.04285212686704019}",25,8,14.85436012,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
316,FALSE,"{'a': 0.01, 'e': 0.042425741080511385}",20,4,11.31413652,"{0: 14, 1: 1, 2: 1, 3: 0, 4: 0}",1
317,FALSE,"{'a': 0.01, 'e': 0.04200359790344555}",20,11,16.93330266,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
318,FALSE,"{'a': 0.01, 'e': 0.04158565512117316}",25,20,7.588986874,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
319,FALSE,"{'a': 0.01, 'e': 0.04117187093906774}",20,11,15.92723748,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
320,FALSE,"{'a': 0.01, 'e': 0.04076220397836621}",25,12,-19.33541496,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 1}",1
321,FALSE,"{'a': 0.01, 'e': 0.04035661327203115}",20,10,16.90064929,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
322,FALSE,"{'a': 0.01, 'e': 0.039955058260653896}",20,0,33.53186869,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
323,FALSE,"{'a': 0.01, 'e': 0.039557498788398725}",20,8,17.14453175,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
324,FALSE,"{'a': 0.01, 'e': 0.039163895098987066}",30,10,36.95584462,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
325,FALSE,"{'a': 0.01, 'e': 0.03877420783172201}",25,0,-4.846496787,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 1}",0
326,FALSE,"{'a': 0.01, 'e': 0.038388398017552054}",20,3,27.32315218,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
327,FALSE,"{'a': 0.01, 'e': 0.038006427075174314}",25,13,18.45970278,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
328,FALSE,"{'a': 0.01, 'e': 0.0376282568071762}",30,13,-46.09768453,"{0: 14, 1: 0, 2: 1, 3: 1, 4: 1}",1
329,FALSE,"{'a': 0.01, 'e': 0.03725384939621581}",25,16,5.319401025,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
330,FALSE,"{'a': 0.01, 'e': 0.036883167401239994}",20,9,20.52514632,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
331,FALSE,"{'a': 0.01, 'e': 0.0365161737537404}",25,0,6.324462145,"{0: 23, 1: 0, 2: 1, 3: 1, 4: 0}",0
332,FALSE,"{'a': 0.01, 'e': 0.03615283175404641}",30,16,18.65308229,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
333,FALSE,"{'a': 0.01, 'e': 0.0357931050676553}",25,2,35.14233266,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
334,FALSE,"{'a': 0.01, 'e': 0.03543695772159864}",25,14,21.56370842,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
335,FALSE,"{'a': 0.01, 'e': 0.035084354100845025}",20,12,3.669197934,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
336,FALSE,"{'a': 0.01, 'e': 0.03473525894473856}",30,2,48.9932033,"{0: 28, 1: 0, 2: 0, 3: 0, 4: 0}",1
337,FALSE,"{'a': 0.01, 'e': 0.03438963734347271}",30,12,26.34828571,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
338,FALSE,"{'a': 0.01, 'e': 0.034047454734599344}",20,15,-32.21024998,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 1}",1
339,FALSE,"{'a': 0.01, 'e': 0.033708676899572396}",20,8,22.18212726,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
340,FALSE,"{'a': 0.01, 'e': 0.03337326996032608}",20,10,18.96899463,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
341,FALSE,"{'a': 0.01, 'e': 0.03304120037588693}",25,15,17.84419828,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
342,FALSE,"{'a': 0.01, 'e': 0.03271243493901982}",20,0,27.22528513,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
343,FALSE,"{'a': 0.01, 'e': 0.03238694077290704}",20,1,-1.074491718,"{0: 17, 1: 1, 2: 0, 3: 1, 4: 0}",1
344,FALSE,"{'a': 0.01, 'e': 0.03206468532786077}",25,0,-8.601298209,"{0: 23, 1: 1, 2: 0, 3: 0, 4: 1}",0
345,FALSE,"{'a': 0.01, 'e': 0.03174563637806794}",20,0,18.1094387,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
346,FALSE,"{'a': 0.01, 'e': 0.03142976201836771}",30,4,0.028415406,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 1}",1
347,FALSE,"{'a': 0.01, 'e': 0.03111703066106086}",20,3,25.55972058,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
348,FALSE,"{'a': 0.01, 'e': 0.030807411032751076}",20,7,24.18279476,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
349,FALSE,"{'a': 0.01, 'e': 0.030500872171217483}",35,22,12.10628212,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
350,FALSE,"{'a': 0.01, 'e': 0.0301973834223185}",30,20,14.86603948,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
351,FALSE,"{'a': 0.01, 'e': 0.029896914436926308}",20,5,28.35637083,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
352,FALSE,"{'a': 0.01, 'e': 0.029599435167892}",20,0,18.21786861,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
353,FALSE,"{'a': 0.01, 'e': 0.029304915867040746}",30,14,30.78129042,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
354,FALSE,"{'a': 0.01, 'e': 0.029013327082197053}",20,0,10.0503397,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
355,FALSE,"{'a': 0.01, 'e': 0.028724639654239423}",25,15,17.19495743,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
356,FALSE,"{'a': 0.01, 'e': 0.028438824714184505}",20,0,27.64130283,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
357,FALSE,"{'a': 0.01, 'e': 0.028155853680300096}",25,14,22.61293127,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
358,FALSE,"{'a': 0.01, 'e': 0.027875698255247015}",25,4,8.418459639,"{0: 20, 1: 0, 2: 0, 3: 1, 4: 0}",1
359,FALSE,"{'a': 0.01, 'e': 0.027598330423249287}",30,21,15.31039274,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
360,FALSE,"{'a': 0.01, 'e': 0.02732372244729256}",25,17,8.381834892,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
361,FALSE,"{'a': 0.01, 'e': 0.027051846866350416}",25,13,-21.94666057,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
362,FALSE,"{'a': 0.01, 'e': 0.026782676492638175}",25,8,28.39735632,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
363,FALSE,"{'a': 0.01, 'e': 0.02651618440889418}",20,16,7.5344934,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
